[0x00]		None	Null	0	TLS_NULL_WITH_NULL_NULL
[0x01]	NULL-MD5	RSA	Null	0	TLS_RSA_WITH_NULL_MD5
[0x02]	NULL-SHA	RSA	Null	0	TLS_RSA_WITH_NULL_SHA
[0x03]	EXP-RC4-MD5	RSA(512)	RC4	40, export	TLS_RSA_EXPORT_WITH_RC4_40_MD5
[0x04]	RC4-MD5	RSA	RC4	128	TLS_RSA_WITH_RC4_128_MD5
[0x05]	RC4-SHA	RSA	RC4	128	TLS_RSA_WITH_RC4_128_SHA
[0x06]	EXP-RC2-CBC-MD5	RSA(512)	RC2	40, export	TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5
[0x07]	IDEA-CBC-SHA	RSA	IDEA	128	TLS_RSA_WITH_IDEA_CBC_SHA
[0x08]	EXP-DES-CBC-SHA	RSA(512)	DES	40, export	TLS_RSA_EXPORT_WITH_DES40_CBC_SHA
[0x09]	DES-CBC-SHA	RSA	DES	56	TLS_RSA_WITH_DES_CBC_SHA
[0x0a]	DES-CBC3-SHA	RSA	3DES	168	TLS_RSA_WITH_3DES_EDE_CBC_SHA
[0x0b]	EXP-DH-DSS-DES-CBC-SHA	DH/DSS	DES	40, export	TLS_DH_DSS_EXPORT_WITH_DES40_CBC_SHA
[0x0c]	DH-DSS-DES-CBC-SHA	DH/DSS	DES	56	TLS_DH_DSS_WITH_DES_CBC_SHA
[0x0d]	DH-DSS-DES-CBC3-SHA	DH/DSS	3DES	168	TLS_DH_DSS_WITH_3DES_EDE_CBC_SHA
[0x0e]	EXP-DH-RSA-DES-CBC-SHA	DH/RSA	DES	40, export	TLS_DH_RSA_EXPORT_WITH_DES40_CBC_SHA
[0x0f]	DH-RSA-DES-CBC-SHA	DH/RSA	DES	56	TLS_DH_RSA_WITH_DES_CBC_SHA
[0x10]	DH-RSA-DES-CBC3-SHA	DH/RSA	3DES	168	TLS_DH_RSA_WITH_3DES_EDE_CBC_SHA
[0x11]	EXP-EDH-DSS-DES-CBC-SHA	DH(512)	DES	40, export	TLS_DHE_DSS_EXPORT_WITH_DES40_CBC_SHA
[0x12]	EDH-DSS-DES-CBC-SHA	DH	DES	56	TLS_DHE_DSS_WITH_DES_CBC_SHA
[0x13]	EDH-DSS-DES-CBC3-SHA	DH	3DES	168	TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA
[0x14]	EXP-EDH-RSA-DES-CBC-SHA	DH(512)	DES	40, export	TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA
[0x15]	EDH-RSA-DES-CBC-SHA	DH	DES	56	TLS_DHE_RSA_WITH_DES_CBC_SHA
[0x16]	EDH-RSA-DES-CBC3-SHA	DH	3DES	168	TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA
[0x17]	EXP-ADH-RC4-MD5	DH(512)	RC4	40, export	TLS_DH_anon_EXPORT_WITH_RC4_40_MD5
[0x18]	ADH-RC4-MD5	DH	RC4	128	TLS_DH_anon_WITH_RC4_128_MD5
[0x19]	EXP-ADH-DES-CBC-SHA	DH(512)	DES	40, export	TLS_DH_anon_EXPORT_WITH_DES40_CBC_SHA
[0x1a]	ADH-DES-CBC-SHA	DH	DES	56	TLS_DH_anon_WITH_DES_CBC_SHA
[0x1b]	ADH-DES-CBC3-SHA	DH	3DES	168	TLS_DH_anon_WITH_3DES_EDE_CBC_SHA
[0x1c]		FORTEZZA	Null	0	SSL_FORTEZZA_KEA_WITH_NULL_SHA
[0x1d]		FORTEZZA	FORTEZZA_CBC	80	SSL_FORTEZZA_KEA_WITH_FORTEZZA_CBC_SHA
[0x1e]		FORTEZZA	FORTEZZA_RC4	128	SSL_FORTEZZA_KEA_WITH_RC4_128_SHA
[0x1e]	KRB5-DES-CBC-SHA	KRB5	DES	56	TLS_KRB5_WITH_DES_CBC_SHA
[0x1f]	KRB5-DES-CBC3-SHA	KRB5	3DES	168	TLS_KRB5_WITH_3DES_EDE_CBC_SHA
[0x20]	KRB5-RC4-SHA	KRB5	RC4	128	TLS_KRB5_WITH_RC4_128_SHA
[0x21]	KRB5-IDEA-CBC-SHA	KRB5	IDEA	128	TLS_KRB5_WITH_IDEA_CBC_SHA
[0x22]	KRB5-DES-CBC-MD5	KRB5	DES	56	TLS_KRB5_WITH_DES_CBC_MD5
[0x23]	KRB5-DES-CBC3-MD5	KRB5	3DES	168	TLS_KRB5_WITH_3DES_EDE_CBC_MD5
[0x24]	KRB5-RC4-MD5	KRB5	RC4	128	TLS_KRB5_WITH_RC4_128_MD5
[0x25]	KRB5-IDEA-CBC-MD5	KRB5	IDEA	128	TLS_KRB5_WITH_IDEA_CBC_MD5
[0x26]	EXP-KRB5-DES-CBC-SHA	KRB5	DES	40, export	TLS_KRB5_EXPORT_WITH_DES_CBC_40_SHA
[0x27]	EXP-KRB5-RC2-CBC-SHA	KRB5	RC2	40, export	TLS_KRB5_EXPORT_WITH_RC2_CBC_40_SHA
[0x28]	EXP-KRB5-RC4-SHA	KRB5	RC4	40, export	TLS_KRB5_EXPORT_WITH_RC4_40_SHA
[0x29]	EXP-KRB5-DES-CBC-MD5	KRB5	DES	40, export	TLS_KRB5_EXPORT_WITH_DES_CBC_40_MD5
[0x2a]	EXP-KRB5-RC2-CBC-MD5	KRB5	RC2	40, export	TLS_KRB5_EXPORT_WITH_RC2_CBC_40_MD5
[0x2b]	EXP-KRB5-RC4-MD5	KRB5	RC4	40, export	TLS_KRB5_EXPORT_WITH_RC4_40_MD5
[0x2c]	PSK-NULL-SHA	PSK	Null	0	TLS_PSK_WITH_NULL_SHA
[0x2d]	DHE-PSK-NULL-SHA	DH/PSK	Null	0	TLS_DHE_PSK_WITH_NULL_SHA
[0x2e]	RSA-PSK-NULL-SHA	RSA/PSK	Null	0	TLS_RSA_PSK_WITH_NULL_SHA
[0x2f]	AES128-SHA	RSA	AES	128	TLS_RSA_WITH_AES_128_CBC_SHA
[0x30]	DH-DSS-AES128-SHA	DH/DSS	AES	128	TLS_DH_DSS_WITH_AES_128_CBC_SHA
[0x31]	DH-RSA-AES128-SHA	DH/RSA	AES	128	TLS_DH_RSA_WITH_AES_128_CBC_SHA
[0x32]	DHE-DSS-AES128-SHA	DH	AES	128	TLS_DHE_DSS_WITH_AES_128_CBC_SHA
[0x33]	DHE-RSA-AES128-SHA	DH	AES	128	TLS_DHE_RSA_WITH_AES_128_CBC_SHA
[0x34]	ADH-AES128-SHA	DH	AES	128	TLS_DH_anon_WITH_AES_128_CBC_SHA
[0x35]	AES256-SHA	RSA	AES	256	TLS_RSA_WITH_AES_256_CBC_SHA
[0x36]	DH-DSS-AES256-SHA	DH/DSS	AES	256	TLS_DH_DSS_WITH_AES_256_CBC_SHA
[0x37]	DH-RSA-AES256-SHA	DH/RSA	AES	256	TLS_DH_RSA_WITH_AES_256_CBC_SHA
[0x38]	DHE-DSS-AES256-SHA	DH	AES	256	TLS_DHE_DSS_WITH_AES_256_CBC_SHA
[0x39]	DHE-RSA-AES256-SHA	DH	AES	256	TLS_DHE_RSA_WITH_AES_256_CBC_SHA
[0x3a]	ADH-AES256-SHA	DH	AES	256	TLS_DH_anon_WITH_AES_256_CBC_SHA
[0x3b]	NULL-SHA256	RSA	Null	0	TLS_RSA_WITH_NULL_SHA256
[0x3c]	AES128-SHA256	RSA	AES	128	TLS_RSA_WITH_AES_128_CBC_SHA256
[0x3d]	AES256-SHA256	RSA	AES	256	TLS_RSA_WITH_AES_256_CBC_SHA256
[0x3e]	DH-DSS-AES128-SHA256	DH/DSS	AES	128	TLS_DH_DSS_WITH_AES_128_CBC_SHA256
[0x3f]	DH-RSA-AES128-SHA256	DH/RSA	AES	128	TLS_DH_RSA_WITH_AES_128_CBC_SHA256
[0x40]	DHE-DSS-AES128-SHA256	DH	AES	128	TLS_DHE_DSS_WITH_AES_128_CBC_SHA256
[0x41]	CAMELLIA128-SHA	RSA	Camellia	128	TLS_RSA_WITH_CAMELLIA_128_CBC_SHA
[0x42]	DH-DSS-CAMELLIA128-SHA	DH/DSS	Camellia	128	TLS_DH_DSS_WITH_CAMELLIA_128_CBC_SHA
[0x43]	DH-RSA-CAMELLIA128-SHA	DH/RSA	Camellia	128	TLS_DH_RSA_WITH_CAMELLIA_128_CBC_SHA
[0x44]	DHE-DSS-CAMELLIA128-SHA	DH	Camellia	128	TLS_DHE_DSS_WITH_CAMELLIA_128_CBC_SHA
[0x45]	DHE-RSA-CAMELLIA128-SHA	DH	Camellia	128	TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA
[0x46]	ADH-CAMELLIA128-SHA	DH	Camellia	128	TLS_DH_anon_WITH_CAMELLIA_128_CBC_SHA
[0x60]	EXP1024-RC4-MD5	RSA(1024)	RC4	56, export	TLS_RSA_EXPORT1024_WITH_RC4_56_MD5
[0x61]	EXP1024-RC2-CBC-MD5	RSA(1024)	RC2	56, export	TLS_RSA_EXPORT1024_WITH_RC2_CBC_56_MD5
[0x62]	EXP1024-DES-CBC-SHA	RSA(1024)	DES	56, export	TLS_RSA_EXPORT1024_WITH_DES_CBC_SHA
[0x63]	EXP1024-DHE-DSS-DES-CBC-SHA	DH(1024)	DES	56, export	TLS_DHE_DSS_EXPORT1024_WITH_DES_CBC_SHA
[0x64]	EXP1024-RC4-SHA	RSA(1024)	RC4	56, export	TLS_RSA_EXPORT1024_WITH_RC4_56_SHA
[0x65]	EXP1024-DHE-DSS-RC4-SHA	DH(1024)	RC4	56, export	TLS_DHE_DSS_EXPORT1024_WITH_RC4_56_SHA
[0x66]	DHE-DSS-RC4-SHA	DH	RC4	128	TLS_DHE_DSS_WITH_RC4_128_SHA
[0x67]	DHE-RSA-AES128-SHA256	DH	AES	128	TLS_DHE_RSA_WITH_AES_128_CBC_SHA256
[0x68]	DH-DSS-AES256-SHA256	DH/DSS	AES	256	TLS_DH_DSS_WITH_AES_256_CBC_SHA256
[0x69]	DH-RSA-AES256-SHA256	DH/RSA	AES	256	TLS_DH_RSA_WITH_AES_256_CBC_SHA256
[0x6a]	DHE-DSS-AES256-SHA256	DH	AES	256	TLS_DHE_DSS_WITH_AES_256_CBC_SHA256
[0x6b]	DHE-RSA-AES256-SHA256	DH	AES	256	TLS_DHE_RSA_WITH_AES_256_CBC_SHA256
[0x6c]	ADH-AES128-SHA256	DH	AES	128	TLS_DH_anon_WITH_AES_128_CBC_SHA256
[0x6d]	ADH-AES256-SHA256	DH	AES	256	TLS_DH_anon_WITH_AES_256_CBC_SHA256
[0x80]	GOST94-GOST89-GOST89	VKO GOST 34.10-94	GOST89	256	TLS_GOSTR341094_WITH_28147_CNT_IMIT
[0x81]	GOST2001-GOST89-GOST89	VKO GOST 34.10-2001	GOST89	256	TLS_GOSTR341001_WITH_28147_CNT_IMIT
[0x82]	GOST94-NULL-GOST94	VKO GOST 34.10-94	Null	0	TLS_GOSTR341001_WITH_NULL_GOSTR3411
[0x83]	GOST2001-GOST89-GOST89	VKO GOST 34.10-2001	Null	0	TLS_GOSTR341094_WITH_NULL_GOSTR3411
[0x84]	CAMELLIA256-SHA	RSA	Camellia	256	TLS_RSA_WITH_CAMELLIA_256_CBC_SHA
[0x85]	DH-DSS-CAMELLIA256-SHA	DH/DSS	Camellia	256	TLS_DH_DSS_WITH_CAMELLIA_256_CBC_SHA
[0x86]	DH-RSA-CAMELLIA256-SHA	DH/RSA	Camellia	256	TLS_DH_RSA_WITH_CAMELLIA_256_CBC_SHA
[0x87]	DHE-DSS-CAMELLIA256-SHA	DH	Camellia	256	TLS_DHE_DSS_WITH_CAMELLIA_256_CBC_SHA
[0x88]	DHE-RSA-CAMELLIA256-SHA	DH	Camellia	256	TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA
[0x89]	ADH-CAMELLIA256-SHA	DH	Camellia	256	TLS_DH_anon_WITH_CAMELLIA_256_CBC_SHA
[0x8a]	PSK-RC4-SHA	PSK	RC4	128	TLS_PSK_WITH_RC4_128_SHA
[0x8b]	PSK-3DES-EDE-CBC-SHA	PSK	3DES	168	TLS_PSK_WITH_3DES_EDE_CBC_SHA
[0x8c]	PSK-AES128-CBC-SHA	PSK	AES	128	TLS_PSK_WITH_AES_128_CBC_SHA
[0x8d]	PSK-AES256-CBC-SHA	PSK	AES	256	TLS_PSK_WITH_AES_256_CBC_SHA
[0x8e]		PSK/DHE	RC4	128	TLS_DHE_PSK_WITH_RC4_128_SHA
[0x8f]		PSK/DHE	3DES	168	TLS_DHE_PSK_WITH_3DES_EDE_CBC_SHA
[0x90]		PSK/DHE	AES	128	TLS_DHE_PSK_WITH_AES_128_CBC_SHA
[0x91]		PSK/DHE	AES	256	TLS_DHE_PSK_WITH_AES_256_CBC_SHA
[0x92]		PSK/RSA	RC4	128	TLS_RSA_PSK_WITH_RC4_128_SHA
[0x93]		PSK/RSA	3DES	168	TLS_RSA_PSK_WITH_3DES_EDE_CBC_SHA
[0x94]		PSK/RSA	AES	128	TLS_RSA_PSK_WITH_AES_128_CBC_SHA
[0x95]		PSK/RSA	AES	256	TLS_RSA_PSK_WITH_AES_256_CBC_SHA
[0x96]	SEED-SHA	RSA	SEED	128	TLS_RSA_WITH_SEED_CBC_SHA
[0x97]	DH-DSS-SEED-SHA	DH/DSS	SEED	128	TLS_DH_DSS_WITH_SEED_CBC_SHA
[0x98]	DH-RSA-SEED-SHA	DH/RSA	SEED	128	TLS_DH_RSA_WITH_SEED_CBC_SHA
[0x99]	DHE-DSS-SEED-SHA	DH	SEED	128	TLS_DHE_DSS_WITH_SEED_CBC_SHA
[0x9a]	DHE-RSA-SEED-SHA	DH	SEED	128	TLS_DHE_RSA_WITH_SEED_CBC_SHA
[0x9b]	ADH-SEED-SHA	DH	SEED	128	TLS_DH_anon_WITH_SEED_CBC_SHA
[0x9c]	AES128-GCM-SHA256	RSA	AESGCM	128	TLS_RSA_WITH_AES_128_GCM_SHA256
[0x9d]	AES256-GCM-SHA384	RSA	AESGCM	256	TLS_RSA_WITH_AES_256_GCM_SHA384
[0x9e]	DHE-RSA-AES128-GCM-SHA256	DH	AESGCM	128	TLS_DHE_RSA_WITH_AES_128_GCM_SHA256
[0x9f]	DHE-RSA-AES256-GCM-SHA384	DH	AESGCM	256	TLS_DHE_RSA_WITH_AES_256_GCM_SHA384
[0xa0]	DH-RSA-AES128-GCM-SHA256	DH/RSA	AESGCM	128	TLS_DH_RSA_WITH_AES_128_GCM_SHA256
[0xa1]	DH-RSA-AES256-GCM-SHA384	DH/RSA	AESGCM	256	TLS_DH_RSA_WITH_AES_256_GCM_SHA384
[0xa2]	DHE-DSS-AES128-GCM-SHA256	DH	AESGCM	128	TLS_DHE_DSS_WITH_AES_128_GCM_SHA256
[0xa3]	DHE-DSS-AES256-GCM-SHA384	DH	AESGCM	256	TLS_DHE_DSS_WITH_AES_256_GCM_SHA384
[0xa4]	DH-DSS-AES128-GCM-SHA256	DH/DSS	AESGCM	128	TLS_DH_DSS_WITH_AES_128_GCM_SHA256
[0xa5]	DH-DSS-AES256-GCM-SHA384	DH/DSS	AESGCM	256	TLS_DH_DSS_WITH_AES_256_GCM_SHA384
[0xa6]	ADH-AES128-GCM-SHA256	DH	AESGCM	128	TLS_DH_anon_WITH_AES_128_GCM_SHA256
[0xa7]	ADH-AES256-GCM-SHA384	DH	AESGCM	256	TLS_DH_anon_WITH_AES_256_GCM_SHA384
[0xba]	CAMELLIA128-SHA256	RSA	Camellia	128	TLS_RSA_WITH_CAMELLIA_128_CBC_SHA256
[0xbb]	DH-DSS-CAMELLIA128-SHA256	DH/DSS	Camellia	128	TLS_DH_DSS_WITH_CAMELLIA_128_CBC_SHA256
[0xbc]	DH-RSA-CAMELLIA128-SHA256	DH/RSA	Camellia	128	TLS_DH_RSA_WITH_CAMELLIA_128_CBC_SHA256
[0xbd]	DHE-DSS-CAMELLIA128-SHA256	DH	Camellia	128	TLS_DHE_DSS_WITH_CAMELLIA_128_CBC_SHA256
[0xbe]	DHE-RSA-CAMELLIA128-SHA256	DH	Camellia	128	TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA256
[0xbf]	ADH-CAMELLIA128-SHA256	DH	Camellia	128	TLS_DH_anon_WITH_CAMELLIA_128_CBC_SHA256
[0x5600]	TLS_FALLBACK_SCSV				TLS_EMPTY_RENEGOTIATION_INFO_SCSV
[0x1301]	TLS_AES_128_GCM_SHA256	ECDH	AESGCM	128	TLS_AES_128_GCM_SHA256
[0x1302]	TLS_AES_256_GCM_SHA384	ECDH	AESGCM	256	TLS_AES_256_GCM_SHA384
[0x1303]	TLS_CHACHA20_POLY1305_SHA256	ECDH	ChaCha20-Poly1305	256	TLS_CHACHA20_POLY1305_SHA256
[0x1304]	TLS_AES_128_CCM_SHA256	ECDH	AESCCM	128	TLS_AES_128_CCM_SHA256
[0x1305]	TLS_AES_128_CCM_8_SHA256	ECDH	AESCCM8	128	TLS_AES_128_CCM_8_SHA256
[0xc001]	ECDH-ECDSA-NULL-SHA	ECDH/ECDSA	Null	0	TLS_ECDH_ECDSA_WITH_NULL_SHA
[0xc002]	ECDH-ECDSA-RC4-SHA	ECDH/ECDSA	RC4	128	TLS_ECDH_ECDSA_WITH_RC4_128_SHA
[0xc003]	ECDH-ECDSA-DES-CBC3-SHA	ECDH/ECDSA	3DES	168	TLS_ECDH_ECDSA_WITH_3DES_EDE_CBC_SHA
[0xc004]	ECDH-ECDSA-AES128-SHA	ECDH/ECDSA	AES	128	TLS_ECDH_ECDSA_WITH_AES_128_CBC_SHA
[0xc005]	ECDH-ECDSA-AES256-SHA	ECDH/ECDSA	AES	256	TLS_ECDH_ECDSA_WITH_AES_256_CBC_SHA
[0xc006]	ECDHE-ECDSA-NULL-SHA	ECDH	Null	0	TLS_ECDHE_ECDSA_WITH_NULL_SHA
[0xc007]	ECDHE-ECDSA-RC4-SHA	ECDH	RC4	128	TLS_ECDHE_ECDSA_WITH_RC4_128_SHA
[0xc008]	ECDHE-ECDSA-DES-CBC3-SHA	ECDH	3DES	168	TLS_ECDHE_ECDSA_WITH_3DES_EDE_CBC_SHA
[0xc009]	ECDHE-ECDSA-AES128-SHA	ECDH	AES	128	TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA
[0xc00a]	ECDHE-ECDSA-AES256-SHA	ECDH	AES	256	TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA
[0xc00b]	ECDH-RSA-NULL-SHA	ECDH/RSA	Null	0	TLS_ECDH_RSA_WITH_NULL_SHA
[0xc00c]	ECDH-RSA-RC4-SHA	ECDH/RSA	RC4	128	TLS_ECDH_RSA_WITH_RC4_128_SHA
[0xc00d]	ECDH-RSA-DES-CBC3-SHA	ECDH/RSA	3DES	168	TLS_ECDH_RSA_WITH_3DES_EDE_CBC_SHA
[0xc00e]	ECDH-RSA-AES128-SHA	ECDH/RSA	AES	128	TLS_ECDH_RSA_WITH_AES_128_CBC_SHA
[0xc00f]	ECDH-RSA-AES256-SHA	ECDH/RSA	AES	256	TLS_ECDH_RSA_WITH_AES_256_CBC_SHA
[0xc010]	ECDHE-RSA-NULL-SHA	ECDH	Null	0	TLS_ECDHE_RSA_WITH_NULL_SHA
[0xc011]	ECDHE-RSA-RC4-SHA	ECDH	RC4	128	TLS_ECDHE_RSA_WITH_RC4_128_SHA
[0xc012]	ECDHE-RSA-DES-CBC3-SHA	ECDH	3DES	168	TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA
[0xc013]	ECDHE-RSA-AES128-SHA	ECDH	AES	128	TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA
[0xc014]	ECDHE-RSA-AES256-SHA	ECDH	AES	256	TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA
[0xc015]	AECDH-NULL-SHA	ECDH	Null	0	TLS_ECDH_anon_WITH_NULL_SHA
[0xc016]	AECDH-RC4-SHA	ECDH	RC4	128	TLS_ECDH_anon_WITH_RC4_128_SHA
